CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore,salaryGroup,AgeGroup,FrequencyGroup,satisfactionLevel
273,58,Male,Canada,88410,10,1,19,Medium,Gold,100,average salary,Older Adults,High,high satisfied
274,50,Male,France,99062,2,8,1,High,Gold,90.36,average salary,Middle-aged Adults,Low,high satisfied
275,57,Male,USA,70081,6,1,18,Medium,Bronze,81.13,average salary,Older Adults,High,average satisfied
276,56,Female,Canada,84334,8,10,5,Low,Bronze,100,average salary,Older Adults,Low,high satisfied
277,35,Male,Canada,69195,4,6,12,High,Silver,81.36,average salary,Middle-aged Adults,Moderate,average satisfied
278,57,Female,Canada,115698,9,4,11,Low,Gold,100,high salary,Older Adults,Moderate,high satisfied
279,18,Male,France,80784,8,2,20,Low,Gold,76.92,average salary,Young Adults,High,average satisfied
280,28,Female,USA,41227,1,6,2,Low,Gold,37.65,low salary,Young Adults,Low,low satisfied
281,45,Female,UK,33831,8,2,7,Low,Silver,67.54,low salary,Middle-aged Adults,Moderate,low satisfied
282,42,Male,Germany,31937,9,8,10,High,Silver,100,low salary,Middle-aged Adults,Moderate,high satisfied
283,67,Female,Germany,111550,1,6,19,Low,Bronze,84.45,high salary,Older Adults,High,average satisfied
284,40,Male,Canada,89850,9,6,8,High,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
285,48,Female,Germany,112904,1,2,19,Medium,Bronze,58.35,high salary,Middle-aged Adults,High,low satisfied
286,47,Female,Germany,79960,10,9,7,Medium,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
287,59,Male,France,86941,7,5,1,Low,Gold,98.36,average salary,Older Adults,Low,high satisfied
288,52,Female,UK,62474,2,7,18,High,Gold,86.92,average salary,Middle-aged Adults,High,average satisfied
289,24,Male,Germany,74107,4,3,16,Medium,Gold,57.58,average salary,Young Adults,High,low satisfied
290,33,Male,UK,47608,8,9,5,Low,Gold,100,low salary,Young Adults,Low,high satisfied
291,43,Male,Germany,112292,8,4,7,Low,Silver,85.47,high salary,Middle-aged Adults,Moderate,average satisfied
292,65,Female,Canada,115313,10,9,11,High,Gold,100,high salary,Older Adults,Moderate,high satisfied
293,69,Male,Canada,114296,7,1,14,Low,Silver,81.6,high salary,Older Adults,High,average satisfied
294,66,Male,UK,93854,4,9,17,Low,Bronze,100,average salary,Older Adults,High,high satisfied
295,19,Male,UK,115623,4,2,9,High,Silver,62.21,high salary,Young Adults,Moderate,low satisfied
296,18,Male,UK,113122,6,10,15,Medium,Silver,100,high salary,Young Adults,High,high satisfied
297,65,Female,UK,109998,10,2,19,High,Silver,100,high salary,Older Adults,High,high satisfied
298,29,Female,USA,107967,5,9,3,High,Bronze,99.27,high salary,Young Adults,Low,high satisfied
299,22,Male,Canada,103920,9,2,12,Low,Silver,71.22,high salary,Young Adults,Moderate,low satisfied
300,54,Male,Germany,83716,5,7,1,Low,Silver,98.54,average salary,Middle-aged Adults,Low,high satisfied
301,49,Male,USA,31265,6,8,14,Medium,Bronze,93.35,low salary,Middle-aged Adults,High,high satisfied
302,26,Male,UK,84692,8,1,14,Medium,Bronze,79.42,average salary,Young Adults,High,average satisfied
303,58,Male,Germany,100208,10,6,6,Low,Bronze,100,high salary,Older Adults,Low,high satisfied
304,52,Male,Canada,67296,4,5,2,Medium,Silver,84.83,average salary,Middle-aged Adults,Low,average satisfied
305,36,Female,UK,40286,10,7,10,Low,Gold,97.61,low salary,Middle-aged Adults,Moderate,high satisfied
306,65,Male,France,60119,10,10,15,Low,Silver,100,average salary,Older Adults,High,high satisfied
307,33,Male,UK,117437,2,5,12,High,Gold,75.24,high salary,Young Adults,Moderate,average satisfied
308,20,Male,Germany,97999,2,4,19,High,Silver,68.56,average salary,Young Adults,High,low satisfied
309,37,Male,Canada,65799,10,2,2,Medium,Gold,87.92,average salary,Middle-aged Adults,Low,average satisfied
310,41,Male,UK,31830,5,10,15,Medium,Silver,100,low salary,Middle-aged Adults,High,high satisfied
311,50,Male,Canada,111508,2,1,20,Medium,Silver,85.46,high salary,Middle-aged Adults,High,average satisfied
312,41,Female,USA,63322,2,3,13,Low,Gold,52.78,average salary,Middle-aged Adults,Moderate,low satisfied
313,69,Female,France,56038,4,7,18,Medium,Bronze,100,average salary,Older Adults,High,high satisfied
314,28,Male,USA,65371,7,6,20,High,Bronze,100,average salary,Young Adults,High,high satisfied
315,66,Female,France,119419,1,7,2,Medium,Bronze,100,high salary,Older Adults,Low,high satisfied
316,25,Male,USA,46770,5,8,2,Low,Silver,90.77,low salary,Young Adults,Low,high satisfied
317,53,Female,Canada,69764,3,8,1,Low,Bronze,95.06,average salary,Middle-aged Adults,Low,high satisfied
318,55,Male,Canada,68457,3,10,3,Medium,Gold,95.69,average salary,Older Adults,Low,high satisfied
319,57,Male,USA,83082,8,4,19,Low,Silver,98.55,average salary,Older Adults,High,high satisfied
320,37,Male,Germany,88761,4,4,12,Medium,Gold,60.86,average salary,Middle-aged Adults,Moderate,low satisfied
321,52,Female,USA,71481,6,1,1,Medium,Silver,69.67,average salary,Middle-aged Adults,Low,low satisfied
322,65,Female,UK,46336,10,5,3,Medium,Gold,100,low salary,Older Adults,Low,high satisfied
323,42,Male,Germany,37337,1,1,12,Low,Silver,59.43,low salary,Middle-aged Adults,Moderate,low satisfied
324,52,Male,Canada,48465,2,6,12,Medium,Silver,77.09,low salary,Middle-aged Adults,Moderate,average satisfied
325,42,Female,USA,56777,8,4,12,High,Silver,94.41,average salary,Middle-aged Adults,Moderate,high satisfied
326,46,Male,Germany,72113,6,8,2,High,Silver,100,average salary,Middle-aged Adults,Low,high satisfied
327,35,Male,UK,36856,8,5,20,High,Bronze,100,low salary,Middle-aged Adults,High,high satisfied
328,63,Male,France,89381,7,7,6,Medium,Silver,100,average salary,Older Adults,Low,high satisfied
329,35,Female,Canada,108380,6,6,16,Low,Gold,91.32,high salary,Middle-aged Adults,High,high satisfied
330,19,Female,Germany,103732,3,6,13,Medium,Silver,65.79,high salary,Young Adults,Moderate,low satisfied
331,52,Male,Germany,36169,5,10,10,High,Bronze,100,low salary,Middle-aged Adults,Moderate,high satisfied
332,33,Male,Germany,102179,7,8,5,Low,Silver,100,high salary,Young Adults,Low,high satisfied
333,58,Female,USA,36888,4,2,17,High,Gold,66.07,low salary,Older Adults,High,low satisfied
334,53,Male,Canada,47742,6,7,4,Low,Gold,90.58,low salary,Middle-aged Adults,Low,high satisfied
335,50,Male,Canada,115400,1,5,15,Low,Gold,81.58,high salary,Middle-aged Adults,High,average satisfied
336,21,Male,USA,64585,2,3,12,High,Gold,38.84,average salary,Young Adults,Moderate,low satisfied
337,50,Male,USA,86411,8,3,20,Low,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
338,31,Female,USA,112646,6,5,8,High,Silver,86.84,high salary,Young Adults,Moderate,average satisfied
339,38,Male,UK,31620,10,2,13,Low,Silver,70.93,low salary,Middle-aged Adults,Moderate,low satisfied
340,65,Male,Germany,78661,6,7,5,High,Gold,100,average salary,Older Adults,Low,high satisfied
341,37,Male,UK,84674,8,6,18,High,Gold,100,average salary,Middle-aged Adults,High,high satisfied
342,25,Female,Canada,101153,8,10,7,High,Gold,100,high salary,Young Adults,Moderate,high satisfied
343,24,Female,USA,75097,1,4,10,High,Gold,65.09,average salary,Young Adults,Moderate,low satisfied
344,20,Female,Germany,62227,9,8,8,Medium,Bronze,100,average salary,Young Adults,Moderate,high satisfied
345,34,Male,France,106958,4,5,2,Low,Silver,89.1,high salary,Young Adults,Low,average satisfied
346,50,Male,Germany,38441,2,7,2,High,Bronze,72.7,low salary,Middle-aged Adults,Low,low satisfied
347,65,Male,France,30330,3,8,12,Low,Silver,79.73,low salary,Older Adults,Moderate,average satisfied
348,29,Female,Germany,97408,7,8,3,High,Gold,100,average salary,Young Adults,Low,high satisfied
349,68,Female,USA,62480,9,6,8,Medium,Gold,100,average salary,Older Adults,Moderate,high satisfied
350,39,Male,France,35482,7,9,11,High,Gold,100,low salary,Middle-aged Adults,Moderate,high satisfied
351,39,Male,France,54025,1,8,11,Medium,Silver,75.63,average salary,Middle-aged Adults,Moderate,average satisfied
352,63,Female,Canada,35539,6,5,10,High,Silver,100,low salary,Older Adults,Moderate,high satisfied
353,47,Male,Germany,35569,6,2,19,Low,Bronze,81.23,low salary,Middle-aged Adults,High,average satisfied
354,55,Male,UK,44199,5,9,19,High,Silver,100,low salary,Older Adults,High,high satisfied
355,55,Male,UK,39406,1,10,18,Low,Gold,100,low salary,Older Adults,High,high satisfied
356,62,Female,Canada,118433,5,10,12,Medium,Bronze,100,high salary,Older Adults,Moderate,high satisfied
357,68,Male,Canada,52806,5,9,7,Low,Gold,100,average salary,Older Adults,Moderate,high satisfied
358,25,Female,Canada,60769,8,5,7,High,Silver,90.51,average salary,Young Adults,Moderate,high satisfied
359,44,Male,USA,82544,5,8,13,High,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
360,44,Female,USA,35117,5,1,16,High,Bronze,62.5,low salary,Middle-aged Adults,High,low satisfied
361,51,Female,USA,77801,9,10,15,High,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
362,38,Female,USA,105428,6,8,19,Medium,Gold,100,high salary,Middle-aged Adults,High,high satisfied
363,47,Male,Canada,68276,9,2,11,Low,Bronze,96.86,average salary,Middle-aged Adults,Moderate,high satisfied
364,50,Male,Canada,34706,10,2,13,Medium,Bronze,100,low salary,Middle-aged Adults,Moderate,high satisfied
365,45,Male,USA,39845,9,4,3,Medium,Gold,100,low salary,Middle-aged Adults,Low,high satisfied
366,64,Female,USA,59941,4,3,20,High,Gold,81.1,average salary,Older Adults,High,average satisfied
367,50,Female,France,73929,3,9,12,Medium,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
368,22,Male,Germany,61529,7,10,6,Medium,Silver,100,average salary,Young Adults,Low,high satisfied
369,65,Female,France,68554,4,3,3,Medium,Bronze,85.45,average salary,Older Adults,Low,average satisfied
370,36,Female,Germany,115941,6,9,6,Low,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
371,21,Male,USA,77185,6,5,15,Low,Silver,100,average salary,Young Adults,High,high satisfied
372,52,Female,USA,35722,8,8,1,Medium,Gold,100,low salary,Middle-aged Adults,Low,high satisfied
373,66,Male,USA,59304,9,7,12,Low,Bronze,100,average salary,Older Adults,Moderate,high satisfied
374,34,Male,France,108282,7,8,1,High,Bronze,100,high salary,Young Adults,Low,high satisfied
375,61,Female,Canada,119879,6,9,5,Medium,Silver,100,high salary,Older Adults,Low,high satisfied
376,45,Male,Germany,115373,1,2,13,High,Bronze,65.07,high salary,Middle-aged Adults,Moderate,low satisfied
377,47,Female,France,100310,4,9,6,Low,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
378,46,Male,USA,65654,2,1,13,Low,Silver,58.42,average salary,Middle-aged Adults,Moderate,low satisfied
379,63,Male,Canada,99003,6,8,10,Low,Bronze,100,average salary,Older Adults,Moderate,high satisfied
380,23,Male,France,84037,2,4,17,High,Bronze,53.56,average salary,Young Adults,High,low satisfied
381,52,Male,Germany,35389,5,4,2,Medium,Silver,69.92,low salary,Middle-aged Adults,Low,low satisfied
382,58,Male,USA,75522,7,4,17,High,Bronze,88.9,average salary,Older Adults,High,average satisfied
383,54,Male,Germany,103172,6,6,12,High,Gold,99.94,high salary,Middle-aged Adults,Moderate,high satisfied
384,41,Male,USA,58540,4,10,7,Low,Silver,99.25,average salary,Middle-aged Adults,Moderate,high satisfied
385,46,Female,USA,61144,5,10,10,Medium,Silver,92.8,average salary,Middle-aged Adults,Moderate,high satisfied
386,66,Male,UK,63196,6,5,13,High,Bronze,82.22,average salary,Older Adults,Moderate,average satisfied
387,63,Male,Germany,40820,8,6,14,Medium,Silver,100,low salary,Older Adults,High,high satisfied
388,48,Female,Canada,98706,10,5,6,Medium,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
389,52,Female,USA,84715,4,5,2,Low,Silver,84.72,average salary,Middle-aged Adults,Low,average satisfied
390,50,Male,Canada,111503,6,5,7,Low,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
391,69,Female,France,67129,9,2,19,Medium,Silver,100,average salary,Older Adults,High,high satisfied
392,38,Male,USA,87565,9,10,12,High,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
393,49,Male,USA,52664,9,5,7,Medium,Gold,99.65,average salary,Middle-aged Adults,Moderate,high satisfied
394,40,Female,USA,91333,4,3,19,Medium,Silver,100,average salary,Middle-aged Adults,High,high satisfied
395,50,Female,Canada,75204,7,9,11,Medium,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
396,20,Male,UK,30126,6,10,5,Low,Gold,96.5,low salary,Young Adults,Low,high satisfied
397,35,Female,Germany,72223,4,10,20,Medium,Silver,100,average salary,Middle-aged Adults,High,high satisfied
398,42,Male,USA,73286,10,6,16,Low,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
399,59,Male,Germany,69996,8,1,9,Low,Bronze,85,average salary,Older Adults,Moderate,average satisfied
400,48,Female,Germany,56206,7,9,7,High,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
401,20,Male,Germany,47808,9,8,18,High,Gold,99.38,low salary,Young Adults,High,high satisfied
402,57,Female,Canada,118502,9,10,8,Medium,Gold,100,high salary,Older Adults,Moderate,high satisfied
403,63,Female,Germany,90692,6,9,16,Medium,Bronze,100,average salary,Older Adults,High,high satisfied
404,41,Female,France,78808,6,6,5,Medium,Silver,96.44,average salary,Middle-aged Adults,Low,high satisfied
405,67,Male,Canada,67006,9,2,6,High,Gold,91.97,average salary,Older Adults,Low,high satisfied
406,49,Male,Canada,46698,8,3,8,Medium,Silver,77.66,low salary,Middle-aged Adults,Moderate,average satisfied
407,64,Male,France,90302,8,10,14,High,Bronze,100,average salary,Older Adults,High,high satisfied
408,39,Female,UK,44364,6,8,9,High,Gold,94.35,low salary,Middle-aged Adults,Moderate,high satisfied
409,40,Male,UK,95034,3,9,3,Low,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
410,19,Female,USA,53513,2,9,5,High,Bronze,81.18,average salary,Young Adults,Low,average satisfied
411,44,Female,UK,45057,10,1,18,High,Bronze,83.5,low salary,Middle-aged Adults,High,average satisfied
412,59,Male,USA,93959,4,9,4,Medium,Bronze,96.83,average salary,Older Adults,Low,high satisfied
413,19,Female,Germany,106401,5,9,20,Low,Gold,100,high salary,Young Adults,High,high satisfied
414,43,Male,USA,102247,2,2,17,Low,Gold,81.58,high salary,Middle-aged Adults,High,average satisfied
415,34,Female,UK,52708,9,1,20,Low,Silver,76.71,average salary,Young Adults,High,average satisfied
416,57,Male,USA,37692,6,1,14,Medium,Gold,84.26,low salary,Older Adults,High,average satisfied
417,50,Female,Canada,73845,1,3,3,Medium,Bronze,50.98,average salary,Middle-aged Adults,Low,low satisfied
418,26,Female,UK,65594,3,1,8,Medium,Gold,48.4,average salary,Young Adults,Moderate,low satisfied
419,60,Male,USA,49831,1,4,5,High,Silver,50.74,low salary,Older Adults,Low,low satisfied
420,65,Male,UK,102086,4,10,4,High,Gold,100,high salary,Older Adults,Low,high satisfied
421,56,Male,France,73504,9,4,4,Low,Bronze,80.66,average salary,Older Adults,Low,average satisfied
422,46,Male,UK,37223,4,8,1,Low,Bronze,82.57,low salary,Middle-aged Adults,Low,average satisfied
423,59,Male,France,33336,7,6,19,Medium,Silver,87.78,low salary,Older Adults,High,average satisfied
424,43,Female,USA,108970,8,2,7,Medium,Silver,81.66,high salary,Middle-aged Adults,Moderate,average satisfied
425,52,Female,France,51842,10,5,17,Medium,Silver,100,average salary,Middle-aged Adults,High,high satisfied
426,67,Male,UK,49682,8,9,7,High,Gold,100,low salary,Older Adults,Moderate,high satisfied
427,42,Male,Canada,66831,9,3,12,Low,Gold,94.02,average salary,Middle-aged Adults,Moderate,high satisfied
428,41,Female,France,40989,1,2,17,High,Silver,42.03,low salary,Middle-aged Adults,High,low satisfied
429,30,Female,UK,70014,7,2,3,High,Gold,78.2,average salary,Young Adults,Low,average satisfied
430,24,Male,Canada,50754,5,6,17,High,Silver,90.26,average salary,Young Adults,High,high satisfied
431,53,Male,Germany,99984,9,7,1,Low,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
432,62,Male,France,106758,5,8,2,High,Gold,100,high salary,Older Adults,Low,high satisfied
433,37,Female,France,47627,2,1,8,High,Silver,39.85,low salary,Middle-aged Adults,Moderate,low satisfied
434,18,Female,USA,82483,5,3,11,Low,Gold,66.55,average salary,Young Adults,Moderate,low satisfied
435,25,Female,Germany,82014,9,10,8,High,Gold,100,average salary,Young Adults,Moderate,high satisfied
436,63,Female,USA,118478,1,4,10,Medium,Gold,72.55,high salary,Older Adults,Moderate,low satisfied
437,33,Male,USA,104116,7,8,1,Low,Silver,100,high salary,Young Adults,Low,high satisfied
438,31,Male,UK,35408,3,10,5,Medium,Silver,86.35,low salary,Young Adults,Low,average satisfied
439,29,Male,USA,82527,10,10,6,Low,Silver,100,average salary,Young Adults,Low,high satisfied
440,68,Female,France,109855,4,2,20,High,Silver,82.67,high salary,Older Adults,High,average satisfied
441,40,Female,USA,101610,4,10,13,Low,Gold,100,high salary,Middle-aged Adults,Moderate,high satisfied
442,32,Male,Canada,107025,10,6,5,Low,Bronze,100,high salary,Young Adults,Low,high satisfied
443,45,Male,France,38127,2,4,1,Low,Gold,51.89,low salary,Middle-aged Adults,Low,low satisfied
444,51,Female,UK,43960,3,8,5,Medium,Bronze,91.84,low salary,Middle-aged Adults,Low,high satisfied
445,19,Male,USA,73368,3,1,5,High,Bronze,45.45,average salary,Young Adults,Low,low satisfied
446,49,Male,Canada,41426,7,1,7,High,Bronze,56.71,low salary,Middle-aged Adults,Moderate,low satisfied
447,40,Female,Canada,66910,10,10,2,Medium,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
448,39,Male,France,54630,8,9,12,High,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
449,68,Female,USA,73274,8,4,14,Medium,Silver,100,average salary,Older Adults,High,high satisfied
